1001 47978
546 965 31.0
546 983 7.0
546 988 19.0
546 995 1.0
547 4 18.0
547 16 10.0
547 37 35.0
547 48 17.0
547 96 8.0
547 128 0.0
547 129 36.0
547 142 18.0
547 187 17.0
547 202 34.0
547 274 33.0
547 305 24.0
547 364 25.0
547 375 46.0
547 392 26.0
547 465 18.0
547 484 16.0
547 487 4.0
547 498 1.0
547 531 37.0
547 566 44.0
547 574 30.0
547 584 38.0
547 619 31.0
547 633 0.0
547 659 10.0
547 696 28.0
547 710 27.0
547 711 31.0
547 717 52.0
547 725 32.0
547 731 46.0
547 737 31.0
547 739 21.0
547 740 48.0
547 752 19.0
547 753 52.0
547 763 19.0
547 769 13.0
547 779 43.0
547 859 27.0
547 886 31.0
547 896 23.0
547 931 12.0
547 933 34.0
547 944 39.0
547 975 18.0
547 976 10.0
548 5 40.0
548 43 30.0
548 65 7.0
548 101 12.0
548 155 16.0
548 176 24.0
548 209 0.0
548 230 5.0
548 231 9.0
548 278 27.0
548 309 11.0
548 342 8.0
548 393 28.0
548 444 42.0
548 447 23.0
548 449 4.0
548 467 49.0
548 543 34.0
548 565 4.0
548 569 20.0
548 589 37.0
548 591 11.0
548 595 21.0
548 602 22.0
548 618 27.0
548 634 17.0
548 664 28.0
548 683 35.0
548 716 52.0
548 747 6.0
548 755 52.0
548 759 28.0
548 816 16.0
548 856 49.0
548 861 45.0
548 901 7.0
548 980 37.0
548 986 35.0
548 991 19.0
549 59 16.0
549 61 3.0
549 101 3.0
549 109 7.0
549 153 34.0
549 162 19.0
549 222 19.0
549 223 0.0
549 251 3.0
549 298 31.0
549 324 49.0
549 336 28.0
549 339 10.0
549 381 2.0
549 405 36.0
549 421 33.0
549 423 40.0
549 447 27.0
549 462 4.0
549 464 47.0
549 493 53.0
549 527 50.0
549 560 47.0
549 572 38.0
549 576 40.0
549 582 6.0
549 617 2.0
549 622 16.0
549 688 4.0
549 690 43.0
549 702 29.0
549 727 35.0
549 731 36.0
549 743 16.0
549 745 45.0
549 800 46.0
549 849 24.0
549 889 24.0
549 892 9.0
549 899 38.0
549 919 53.0
549 927 36.0
549 944 37.0
549 945 35.0
549 973 4.0
549 977 47.0
549 980 44.0
550 3 39.0
550 79 46.0
550 87 41.0
550 88 34.0
550 96 40.0
550 148 0.0
550 163 2.0
550 248 28.0
550 257 10.0
550 262 30.0
550 274 26.0
550 289 49.0
550 290 13.0
550 330 8.0
550 340 11.0
550 362 2.0
550 367 43.0
550 391 28.0
550 396 36.0
550 444 26.0
550 455 17.0
550 472 29.0
550 522 42.0
550 533 46.0
550 536 14.0
550 537 31.0
550 552 44.0
550 565 44.0
550 612 0.0
550 623 3.0
550 665 40.0
550 688 50.0
550 750 30.0
550 755 19.0
550 756 41.0
550 775 37.0
550 783 0.0
550 791 35.0
550 793 21.0
550 794 2.0
550 795 28.0
550 811 42.0
550 815 21.0
550 827 45.0
550 844 29.0
550 858 2.0
550 905 32.0
550 907 43.0
550 911 7.0
550 933 41.0
550 946 20.0
550 960 5.0
551 19 7.0
551 31 36.0
551 60 0.0
551 90 24.0
551 126 22.0
551 159 12.0
551 182 25.0
551 219 0.0
551 239 31.0
551 249 19.0
551 276 47.0
551 329 1.0
551 330 48.0
551 350 11.0
551 377 26.0
551 458 52.0
551 487 8.0
551 494 47.0
551 496 42.0
551 543 8.0
551 573 33.0
551 583 47.0
551 588 36.0
551 606 43.0
551 610 52.0
551 640 30.0
551 649 23.0
551 660 29.0
551 664 38.0
551 667 52.0
551 727 40.0
551 732 34.0
551 775 35.0
551 788 25.0
551 819 36.0
551 885 15.0
551 895 33.0
551 936 30.0
551 957 33.0
551 966 37.0
551 974 20.0
551 990 5.0
552 16 29.0
552 17 2.0
552 31 14.0
552 52 13.0
552 80 9.0
552 81 24.0
552 116 2.0
552 155 23.0
552 167 12.0
552 193 43.0
552 210 5.0
552 213 36.0
552 214 11.0
552 230 32.0
552 248 4.0
552 272 28.0
552 358 26.0
552 370 16.0
552 380 44.0
552 390 18.0
552 393 10.0
552 400 34.0
552 408 37.0
552 411 47.0
552 420 45.0
552 442 45.0
552 459 50.0
552 468 28.0
552 475 6.0
552 490 24.0
552 496 24.0
552 497 8.0
552 538 46.0
552 581 38.0
552 608 28.0
552 658 16.0
552 686 37.0
552 694 0.0
552 700 47.0
552 715 14.0
552 741 14.0
552 743 27.0
552 770 17.0
552 782 42.0
552 798 29.0
552 799 6.0
552 804 2.0
552 846 39.0
552 859 27.0
552 862 26.0
552 899 49.0
552 921 26.0
552 922 56.0
552 923 48.0
552 933 19.0
552 935 11.0
552 940 36.0
552 945 51.0
552 946 16.0
552 957 30.0
552 979 19.0
552 980 24.0
552 986 41.0
552 993 10.0
553 6 21.0
553 82 20.0
553 98 8.0
553 102 17.0
553 189 16.0
553 199 9.0
553 235 31.0
553 239 32.0
553 242 4.0
553 247 40.0
553 265 32.0
553 270 22.0
553 274 2.0
553 275 18.0
553 309 35.0
553 314 18.0
553 322 27.0
553 323 14.0
553 371 41.0
553 401 46.0
553 411 50.0
553 417 10.0
553 431 28.0
553 534 51.0
553 540 0.0
553 578 51.0
553 584 36.0
553 587 0.0
553 599 47.0
553 606 27.0
553 635 32.0
553 669 37.0
553 703 32.0
553 729 38.0
553 775 48.0
553 784 23.0
553 799 8.0
553 811 28.0
553 818 40.0
553 820 50.0
553 850 22.0
553 880 12.0
553 922 21.0
553 943 6.0
553 952 26.0
553 989 7.0
554 43 44.0
554 66 1.0
554 74 50.0
554 76 39.0
554 93 38.0
554 96 29.0
554 115 33.0
554 120 6.0
554 185 0.0
554 219 25.0
554 226 33.0
554 245 38.0
554 250 34.0
554 251 38.0
554 264 43.0
554 272 38.0
554 283 35.0
554 289 32.0
554 311 4.0
554 404 43.0
554 427 17.0
554 436 29.0
554 468 26.0
554 499 14.0
554 545 24.0
554 552 3.0
554 575 46.0
554 583 21.0
554 614 53.0
554 640 0.0
554 689 49.0
554 711 52.0
554 799 2.0
554 809 52.0
554 811 8.0
554 834 19.0
554 856 53.0
554 872 43.0
554 900 11.0
554 916 13.0
554 939 26.0
554 965 25.0
555 17 30.0
555 60 39.0
555 67 33.0
555 96 41.0
555 115 5.0
555 179 41.0
555 181 43.0
555 185 36.0
555 193 40.0
555 247 13.0
555 251 1.0
555 265 38.0
555 278 48.0
555 297 27.0
555 317 18.0
555 328 4.0
555 370 32.0
555 377 1.0
555 385 16.0
555 415 49.0
555 452 8.0
555 514 44.0
555 530 24.0
555 554 48.0
555 583 12.0
555 603 1.0
555 612 46.0
555 653 41.0
555 675 23.0
555 713 46.0
555 715 44.0
555 730 31.0
555 742 56.0
555 749 42.0
555 752 46.0
555 769 6.0
555 794 50.0
555 811 14.0
555 814 21.0
555 829 57.0
555 831 19.0
555 856 43.0
555 861 44.0
555 862 29.0
555 867 18.0
555 907 37.0
555 911 22.0
555 923 24.0
555 960 48.0
556 27 44.0
556 30 47.0
556 38 6.0
556 111 34.0
556 123 22.0
556 137 25.0
556 152 2.0
556 162 24.0
556 177 13.0
556 179 14.0
556 239 0.0
556 298 40.0
556 336 29.0
556 339 2.0
556 352 35.0
556 366 30.0
556 370 8.0
556 491 16.0
556 493 38.0
556 516 40.0
556 528 32.0
556 532 34.0
556 548 26.0
556 559 7.0
556 578 19.0
556 580 10.0
556 581 38.0
556 613 27.0
556 638 45.0
556 639 5.0
556 643 10.0
556 664 45.0
556 694 7.0
556 705 8.0
556 710 35.0
556 712 7.0
556 743 14.0
556 752 26.0
556 790 21.0
556 792 43.0
556 794 4.0
556 812 23.0
556 813 14.0
556 822 47.0
556 848 25.0
556 850 24.0
556 851 32.0
556 870 52.0
556 882 41.0
556 911 47.0
556 913 19.0
556 918 23.0
556 939 45.0
556 954 48.0
556 986 59.0
556 988 16.0
557 4 0.0
557 22 24.0
557 23 32.0
557 44 33.0
557 61 11.0
557 65 44.0
557 95 18.0
557 111 16.0
557 132 16.0
557 133 20.0
557 147 1.0
557 163 32.0
557 169 33.0
557 217 47.0
557 218 16.0
557 242 31.0
557 258 41.0
557 281 1.0
557 286 47.0
557 293 3.0
557 303 26.0
557 338 51.0
557 358 2.0
557 364 49.0
557 385 35.0
557 394 55.0
557 423 46.0
557 432 48.0
557 474 39.0
557 496 28.0
557 503 13.0
557 516 48.0
557 524 41.0
557 558 5.0
557 601 35.0
557 606 18.0
557 624 5.0
557 626 20.0
557 631 16.0
557 632 32.0
557 637 30.0
557 719 45.0
557 726 41.0
557 738 32.0
557 744 45.0
557 748 40.0
557 770 6.0
557 868 44.0
557 886 22.0
557 889 21.0
557 896 36.0
557 907 17.0
557 933 16.0
557 934 32.0
557 987 38.0
558 36 36.0
558 50 0.0
558 62 7.0
558 139 5.0
558 153 15.0
558 169 18.0
558 182 18.0
558 213 40.0
558 229 3.0
558 261 13.0
558 265 20.0
558 288 49.0
558 321 8.0
558 328 24.0
558 391 52.0
558 408 41.0
558 446 35.0
558 465 37.0
558 490 26.0
558 497 18.0
558 503 18.0
558 516 40.0
558 518 45.0
558 618 38.0
558 623 18.0
558 676 39.0
558 679 26.0
558 683 45.0
558 694 38.0
558 715 30.0
558 727 12.0
558 731 37.0
558 735 53.0
558 775 54.0
558 822 21.0
558 835 48.0
558 837 17.0
558 870 8.0
558 882 32.0
558 893 31.0
558 901 23.0
558 922 24.0
558 923 44.0
558 926 47.0
558 928 41.0
558 973 22.0
559 56 47.0
559 63 6.0
559 81 35.0
559 103 11.0
559 104 12.0
559 142 30.0
559 145 41.0
559 149 3.0
559 187 15.0
559 191 44.0
559 253 33.0
559 268 9.0
559 313 1.0
559 391 18.0
559 401 39.0
559 415 22.0
559 425 17.0
559 468 30.0
559 482 28.0
559 505 10.0
559 521 2.0
559 541 39.0
559 560 32.0
559 602 23.0
559 609 17.0
559 628 30.0
559 634 17.0
559 653 29.0
559 658 38.0
559 660 0.0
559 662 1.0
559 668 42.0
559 702 15.0
559 737 19.0
559 797 42.0
559 805 13.0
559 807 34.0
559 832 46.0
559 837 0.0
559 871 45.0
559 896 37.0
559 912 17.0
559 918 6.0
559 924 18.0
559 925 38.0
559 952 36.0
559 976 45.0
560 62 34.0
560 96 18.0
560 106 6.0
560 117 4.0
560 123 17.0
560 203 40.0
560 251 40.0
560 253 10.0
560 257 24.0
560 313 5.0
560 325 42.0
560 327 15.0
560 337 0.0
560 360 5.0
560 379 49.0
560 383 33.0
560 397 17.0
560 414 7.0
560 417 29.0
560 432 1.0
560 447 23.0
560 449 40.0
560 526 38.0
560 552 48.0
560 579 40.0
560 603 39.0
560 627 20.0
560 628 43.0
560 636 42.0
560 641 6.0
560 650 25.0
560 709 40.0
560 714 15.0
560 727 38.0
560 728 34.0
560 744 14.0
560 823 0.0
560 898 15.0
560 902 7.0
560 942 40.0
560 979 15.0
560 985 26.0
561 6 17.0
561 37 14.0
561 54 41.0
561 65 17.0
561 79 6.0
561 81 23.0
561 102 12.0
561 150 15.0
561 163 31.0
561 167 18.0
561 177 31.0
561 189 15.0
561 195 15.0
561 196 33.0
561 233 13.0
561 279 3.0
561 326 39.0
561 359 41.0
561 365 22.0
561 379 9.0
561 395 6.0
561 396 1.0
561 431 9.0
561 434 25.0
561 451 0.0
561 461 27.0
561 490 19.0
561 528 3.0
561 533 32.0
561 570 28.0
561 587 23.0
561 594 22.0
561 614 0.0
561 625 37.0
561 652 44.0
561 662 7.0
561 677 18.0
561 701 36.0
561 728 8.0
561 739 29.0
561 763 28.0
561 774 0.0
561 782 32.0
561 786 0.0
561 817 0.0
561 873 41.0
561 915 46.0
561 987 41.0
561 993 38.0
562 1 36.0
562 16 8.0
562 41 32.0
562 64 7.0
562 97 18.0
562 146 31.0
562 187 30.0
562 224 5.0
562 227 17.0
562 228 0.0
562 245 39.0
562 251 25.0
562 263 1.0
562 276 33.0
562 280 41.0
562 286 23.0
562 292 10.0
562 304 42.0
562 323 14.0
562 338 48.0
562 340 16.0
562 363 25.0
562 394 50.0
562 422 27.0
562 432 37.0
562 444 20.0
562 447 46.0
562 450 35.0
562 451 26.0
562 470 40.0
562 479 22.0
562 492 47.0
562 580 29.0
562 588 6.0
562 592 37.0
562 599 32.0
562 604 10.0
562 617 45.0
562 638 1.0
562 651 8.0
562 678 12.0
562 692 34.0
562 717 8.0
562 725 41.0
562 732 6.0
562 734 16.0
562 755 0.0
562 757 31.0
562 764 29.0
562 769 2.0
562 772 0.0
562 788 27.0
562 807 8.0
562 819 39.0
562 838 3.0
562 872 40.0
562 919 24.0
562 941 26.0
562 951 20.0
562 965 18.0
562 988 32.0
563 3 0.0
563 12 24.0
563 20 6.0
563 32 20.0
563 47 8.0
563 75 11.0
563 117 22.0
563 131 33.0
563 148 44.0
563 163 36.0
563 182 10.0
563 190 22.0
563 210 25.0
563 222 11.0
563 224 16.0
563 253 28.0
563 321 13.0
563 326 20.0
563 338 41.0
563 349 10.0
563 361 17.0
563 384 30.0
563 391 5.0
563 392 8.0
563 428 1.0
563 474 9.0
563 486 28.0
563 487 4.0
563 516 3.0
563 530 44.0
563 537 5.0
563 540 43.0
563 543 13.0
563 559 11.0
563 574 21.0
563 605 19.0
563 622 12.0
563 630 27.0
563 655 36.0
563 680 8.0
563 702 14.0
563 713 21.0
563 717 16.0
563 719 29.0
563 770 46.0
563 788 21.0
563 811 16.0
563 813 4.0
563 843 30.0
563 848 5.0
563 858 37.0
563 864 32.0
563 870 43.0
563 912 16.0
563 934 4.0
563 943 2.0
563 968 15.0
563 983 3.0
564 43 11.0
564 49 35.0
564 72 2.0
564 82 11.0
564 109 0.0
564 153 8.0
564 171 34.0
564 175 41.0
564 193 11.0
564 238 42.0
564 244 42.0
564 278 51.0
564 290 22.0
564 326 12.0
564 332 40.0
564 358 22.0
564 367 29.0
564 369 32.0
564 383 5.0
564 398 46.0
564 421 8.0
564 511 29.0
564 560 0.0
564 580 48.0
564 589 40.0
564 618 16.0
564 666 46.0
564 676 6.0
564 687 10.0
564 704 51.0
564 708 43.0
564 714 14.0
564 716 44.0
564 721 11.0
564 732 56.0
564 761 50.0
564 778 47.0
564 783 39.0
564 802 26.0
564 908 9.0
564 948 31.0
564 950 37.0
564 951 48.0
564 963 52.0
564 981 53.0
565 35 29.0
565 65 22.0
565 68 45.0
565 133 45.0
565 138 41.0
565 164 21.0
565 194 30.0
565 226 43.0
565 237 5.0
565 243 31.0
565 261 45.0
565 268 37.0
565 286 34.0
565 291 20.0
565 300 50.0
565 366 45.0
565 389 8.0
565 410 42.0
565 441 22.0
565 452 33.0
565 477 14.0
565 480 8.0
565 487 0.0
565 507 44.0
565 512 16.0
565 561 40.0
565 564 10.0
565 573 51.0
565 581 38.0
565 592 0.0
565 609 20.0
565 610 40.0
565 639 0.0
565 647 19.0
565 657 28.0
565 660 25.0
565 674 13.0
565 689 16.0
565 702 24.0
565 754 33.0
565 756 0.0
565 770 7.0
565 788 49.0
565 789 23.0
565 812 49.0
565 819 35.0
565 823 14.0
565 843 19.0
565 874 40.0
565 875 43.0
565 897 34.0
565 907 9.0
565 930 7.0
565 959 16.0
565 967 11.0
565 997 39.0
566 36 21.0
566 61 40.0
566 89 0.0
566 123 31.0
566 145 37.0
566 161 27.0
566 166 10.0
566 180 38.0
566 189 38.0
566 193 43.0
566 194 23.0
566 201 30.0
566 209 16.0
566 219 16.0
566 221 2.0
566 232 11.0
566 235 36.0
566 239 13.0
566 248 23.0
566 260 40.0
566 269 1.0
566 276 35.0
566 280 18.0
566 289 32.0
566 330 15.0
566 338 19.0
566 415 24.0
566 420 20.0
566 469 35.0
566 514 12.0
566 520 7.0
566 568 22.0
566 586 18.0
566 587 28.0
566 625 0.0
566 633 47.0
566 649 30.0
566 652 8.0
566 662 20.0
566 664 35.0
566 709 0.0
566 710 27.0
566 737 0.0
566 791 14.0
566 794 41.0
566 806 9.0
566 816 2.0
566 828 37.0
566 834 43.0
566 837 11.0
566 933 33.0
566 938 14.0
566 961 10.0
567 122 12.0
567 169 8.0
567 175 39.0
567 180 3.0
567 231 44.0
567 242 31.0
567 244 45.0
567 259 8.0
567 269 15.0
567 272 1.0
567 309 39.0
567 331 29.0
567 333 10.0
567 338 16.0
567 341 13.0
567 415 14.0
567 417 16.0
567 435 1.0
567 484 10.0
567 503 25.0
567 511 29.0
567 543 13.0
567 548 3.0
567 551 4.0
567 555 0.0
567 561 6.0
567 588 36.0
567 592 13.0
567 593 15.0
567 617 1.0
567 636 38.0
567 649 27.0
567 670 5.0
567 702 38.0
567 725 9.0
567 741 14.0
567 745 34.0
567 776 37.0
567 780 38.0
567 804 17.0
567 825 40.0
567 832 6.0
567 834 34.0
567 841 45.0
567 891 0.0
567 894 14.0
567 952 40.0
567 971 28.0
567 994 20.0
568 87 16.0
568 184 39.0
568 194 25.0
568 202 25.0
568 254 42.0
568 263 33.0
568 269 39.0
568 290 26.0
568 347 42.0
568 392 10.0
568 400 8.0
568 403 20.0
568 424 31.0
568 426 34.0
568 470 12.0
568 483 31.0
568 528 10.0
568 537 6.0
568 557 34.0
568 583 21.0
568 587 23.0
568 611 18.0
568 639 4.0
568 650 30.0
568 653 7.0
568 668 12.0
568 670 17.0
568 690 0.0
568 699 37.0
568 701 37.0
568 751 33.0
568 762 48.0
568 770 19.0
568 824 40.0
568 843 10.0
568 877 14.0
568 882 17.0
568 884 22.0
568 901 38.0
568 908 37.0
568 964 5.0
568 976 25.0
568 985 49.0
569 31 18.0
569 68 38.0
569 100 16.0
569 120 0.0
569 132 43.0
569 151 6.0
569 261 32.0
569 265 9.0
569 266 22.0
569 285 26.0
569 296 46.0
569 318 45.0
569 319 42.0
569 367 31.0
569 371 8.0
569 385 44.0
569 456 54.0
569 478 14.0
569 526 42.0
569 531 49.0
569 573 30.0
569 577 14.0
569 600 25.0
569 629 33.0
569 644 19.0
569 661 39.0
569 671 10.0
569 673 19.0
569 675 36.0
569 711 38.0
569 737 19.0
569 806 8.0
569 817 55.0
569 831 0.0
569 856 13.0
569 884 31.0
569 910 25.0
569 915 13.0
569 980 50.0
569 991 30.0
570 32 43.0
570 41 7.0
570 44 9.0
570 50 35.0
570 55 7.0
570 57 3.0
570 110 19.0
570 115 10.0
570 127 29.0
570 162 7.0
570 198 1.0
570 218 32.0
570 232 26.0
570 233 18.0
570 286 24.0
570 316 16.0
570 333 40.0
570 418 19.0
570 424 33.0
570 436 9.0
570 446 12.0
570 482 8.0
570 487 28.0
570 491 21.0
570 493 44.0
570 581 40.0
570 596 28.0
570 603 32.0
570 613 53.0
570 630 26.0
570 635 50.0
570 636 8.0
570 695 8.0
570 717 40.0
570 739 55.0
570 746 0.0
570 766 33.0
570 767 44.0
570 774 26.0
570 802 19.0
570 833 19.0
570 856 50.0
570 874 39.0
570 888 0.0
570 889 14.0
570 906 3.0
570 910 29.0
570 916 29.0
570 930 43.0
570 947 29.0
570 952 14.0
570 990 51.0
571 98 43.0
571 103 31.0
571 104 40.0
571 117 42.0
571 143 32.0
571 153 19.0
571 239 2.0
571 261 2.0
571 264 45.0
571 265 29.0
571 283 40.0
571 294 17.0
571 328 1.0
571 339 6.0
571 347 32.0
571 352 38.0
571 384 26.0
571 415 20.0
571 417 16.0
571 435 46.0
571 457 40.0
571 488 40.0
571 505 43.0
571 532 1.0
571 537 8.0
571 618 51.0
571 630 33.0
571 642 29.0
571 672 7.0
571 676 16.0
571 678 49.0
571 692 14.0
571 720 12.0
571 721 29.0
571 768 1.0
571 776 19.0
571 790 35.0
571 809 6.0
571 824 23.0
571 845 31.0
571 847 8.0
571 894 43.0
571 944 54.0
571 947 24.0
571 953 8.0
571 970 33.0
571 972 36.0
571 980 28.0
571 1000 21.0
572 4 26.0
572 42 48.0
572 47 44.0
572 114 40.0
572 115 12.0
572 122 12.0
572 180 36.0
572 187 40.0
572 196 41.0
572 245 3.0
572 261 2.0
572 285 17.0
572 294 27.0
572 340 0.0
572 358 25.0
572 370 26.0
572 388 22.0
572 390 37.0
572 402 0.0
572 417 19.0
572 419 44.0
572 455 12.0
572 470 24.0
572 482 14.0
572 490 42.0
572 499 28.0
572 510 16.0
572 527 20.0
572 552 23.0
572 570 16.0
572 594 51.0
572 667 36.0
572 669 49.0
572 679 14.0
572 692 39.0
572 721 29.0
572 725 22.0
572 741 20.0
572 771 52.0
572 777 16.0
572 788 46.0
572 809 5.0
572 819 8.0
572 826 36.0
572 886 10.0
572 922 56.0
572 924 33.0
572 925 25.0
572 949 36.0
572 988 39.0
572 1000 12.0
573 12 8.0
573 14 41.0
573 24 30.0
573 30 18.0
573 74 2.0
573 75 3.0
573 85 11.0
573 109 10.0
573 110 39.0
573 122 37.0
573 133 13.0
573 222 36.0
573 235 7.0
573 237 6.0
573 240 36.0
573 253 38.0
573 287 30.0
573 327 42.0
573 348 29.0
573 369 39.0
573 371 26.0
573 426 15.0
573 432 47.0
573 492 26.0
573 526 37.0
573 537 31.0
573 595 1.0
573 598 41.0
573 616 15.0
573 621 0.0
573 660 33.0
573 665 3.0
573 673 44.0
573 732 1.0
573 746 30.0
573 748 22.0
573 769 0.0
573 826 40.0
573 881 22.0
573 893 49.0
573 895 13.0
573 922 6.0
573 988 48.0
573 989 37.0
574 11 43.0
574 18 39.0
574 26 7.0
574 31 23.0
574 97 37.0
574 100 31.0
574 117 19.0
574 125 15.0
574 128 37.0
574 134 41.0
574 146 1.0
574 162 10.0
574 190 35.0
574 209 41.0
574 212 31.0
574 219 32.0
574 225 29.0
574 229 29.0
574 232 43.0
574 247 4.0
574 269 26.0
574 295 23.0
574 309 21.0
574 314 17.0
574 325 14.0
574 327 38.0
574 338 1.0
574 357 29.0
574 373 14.0
574 379 52.0
574 381 37.0
574 391 30.0
574 416 47.0
574 423 26.0
574 427 11.0
574 464 50.0
574 518 48.0
574 525 31.0
574 528 21.0
574 546 27.0
574 562 31.0
574 589 45.0
574 632 24.0
574 634 50.0
574 637 6.0
574 639 18.0
574 686 36.0
574 721 21.0
574 751 22.0
574 778 43.0
574 783 42.0
574 786 31.0
574 812 21.0
574 818 35.0
574 842 49.0
574 899 6.0
574 942 29.0
574 968 37.0
575 45 31.0
575 65 29.0
575 106 50.0
575 107 40.0
575 114 37.0
575 126 52.0
575 149 47.0
575 160 8.0
575 164 0.0
575 169 0.0
575 190 45.0
575 216 5.0
575 255 42.0
575 275 9.0
575 279 12.0
575 286 7.0
575 287 46.0
575 312 47.0
575 367 39.0
575 403 18.0
575 427 17.0
575 454 49.0
575 457 32.0
575 505 4.0
575 522 6.0
575 539 19.0
575 550 23.0
575 559 43.0
575 569 26.0
575 570 10.0
575 594 12.0
575 622 17.0
575 649 40.0
575 690 52.0
575 694 19.0
575 700 35.0
575 708 11.0
575 717 39.0
575 718 31.0
575 777 38.0
575 811 13.0
575 820 48.0
575 822 47.0
575 839 35.0
575 864 30.0
575 879 16.0
575 892 51.0
575 900 37.0
575 916 25.0
575 957 24.0
575 958 31.0
575 974 44.0
575 987 51.0
576 114 21.0
576 117 0.0
576 129 39.0
576 137 1.0
576 146 29.0
576 159 30.0
576 185 20.0
576 211 34.0
576 228 15.0
576 254 16.0
576 272 1.0
576 275 44.0
576 289 36.0
576 301 6.0
576 324 33.0
576 330 29.0
576 332 10.0
576 341 31.0
576 358 15.0
576 382 13.0
576 393 27.0
576 422 16.0
576 439 1.0
576 446 37.0
576 457 22.0
576 473 41.0
576 539 14.0
576 552 40.0
576 591 35.0
576 604 46.0
576 605 14.0
576 612 37.0
576 621 49.0
576 623 32.0
576 637 33.0
576 653 1.0
576 657 9.0
576 702 53.0
576 706 17.0
576 720 20.0
576 745 1.0
576 746 30.0
576 750 34.0
576 753 26.0
576 765 11.0
576 774 39.0
576 796 36.0
576 857 13.0
576 887 45.0
576 908 22.0
576 920 0.0
576 921 27.0
576 924 32.0
576 955 23.0
577 3 45.0
577 15 7.0
577 35 43.0
577 65 37.0
577 85 1.0
577 131 45.0
577 146 3.0
577 201 19.0
577 218 29.0
577 225 28.0
577 255 14.0
577 279 33.0
577 309 42.0
577 336 34.0
577 351 49.0
577 376 30.0
577 455 41.0
577 535 34.0
577 575 18.0
577 605 32.0
577 616 50.0
577 656 26.0
577 707 21.0
577 719 43.0
577 733 33.0
577 736 8.0
577 747 10.0
577 753 18.0
577 760 37.0
577 777 49.0
577 782 28.0
577 794 5.0
577 796 47.0
577 819 53.0
577 831 15.0
577 869 34.0
577 881 31.0
577 887 39.0
577 891 44.0
577 908 34.0
577 960 32.0
577 963 50.0
577 964 11.0
577 972 14.0
577 984 45.0
577 990 43.0
577 991 51.0
577 992 18.0
578 3 19.0
578 8 10.0
578 20 48.0
578 21 46.0
578 72 10.0
578 87 0.0
578 146 36.0
578 158 7.0
578 217 10.0
578 241 16.0
578 245 6.0
578 297 34.0
578 298 37.0
578 343 34.0
578 361 18.0
578 379 29.0
578 428 1.0
578 431 29.0
578 538 25.0
578 546 9.0
578 563 13.0
578 583 23.0
578 595 3.0
578 612 23.0
578 618 45.0
578 658 25.0
578 669 20.0
578 682 0.0
578 684 45.0
578 763 30.0
578 770 2.0
578 771 13.0
578 785 37.0
578 788 14.0
578 797 24.0
578 803 3.0
578 831 26.0
578 842 34.0
578 864 16.0
578 879 21.0
578 884 31.0
578 886 50.0
578 908 19.0
578 927 8.0
578 950 17.0
578 954 31.0
578 980 2.0
578 993 13.0
579 13 27.0
579 25 41.0
579 34 44.0
579 38 29.0
579 53 22.0
579 89 8.0
579 108 49.0
579 115 4.0
579 123 21.0
579 144 40.0
579 146 20.0
579 162 19.0
579 175 41.0
579 188 21.0
579 190 0.0
579 194 18.0
579 245 3.0
579 249 20.0
579 255 32.0
579 296 35.0
579 319 45.0
579 326 21.0
579 400 19.0
579 405 7.0
579 426 39.0
579 429 15.0
579 443 2.0
579 444 0.0
579 462 12.0
579 492 42.0
579 570 3.0
579 571 24.0
579 574 34.0
579 610 14.0
579 644 49.0
579 664 29.0
579 665 19.0
579 677 28.0
579 696 25.0
579 704 41.0
579 761 2.0
579 777 20.0
579 834 30.0
579 839 40.0
579 844 22.0
579 883 56.0
579 894 24.0
579 898 42.0
579 913 49.0
579 936 30.0
579 954 7.0
580 18 15.0
580 50 4.0
580 65 38.0
580 111 39.0
580 133 28.0
580 154 10.0
580 160 22.0
580 193 31.0
580 223 31.0
580 237 5.0
580 262 23.0
580 338 2.0
580 339 32.0
580 342 30.0
580 373 3.0
580 379 44.0
580 383 9.0
580 444 16.0
580 452 17.0
580 464 37.0
580 501 11.0
580 502 30.0
580 514 0.0
580 567 19.0
580 611 34.0
580 619 44.0
580 620 13.0
580 631 16.0
580 702 17.0
580 722 7.0
580 730 27.0
580 788 38.0
580 795 16.0
580 800 7.0
580 802 32.0
580 807 17.0
580 820 16.0
580 825 29.0
580 835 44.0
580 836 29.0
580 851 30.0
580 875 29.0
580 895 31.0
580 904 50.0
580 916 40.0
580 923 23.0
580 926 28.0
580 942 0.0
580 960 28.0
580 990 47.0
580 992 13.0
581 6 43.0
581 20 27.0
581 26 2.0
581 52 34.0
581 73 21.0
581 79 23.0
581 89 11.0
581 99 25.0
581 145 5.0
581 147 10.0
581 166 21.0
581 199 5.0
581 223 16.0
581 237 21.0
581 242 14.0
581 244 19.0
581 286 0.0
581 287 38.0
581 326 19.0
581 331 24.0
581 355 28.0
581 382 32.0
581 436 38.0
581 473 3.0
581 474 0.0
581 508 12.0
581 521 35.0
581 591 1.0
581 594 46.0
581 615 24.0
581 616 12.0
581 633 5.0
581 654 14.0
581 684 0.0
581 690 23.0
581 714 45.0
581 726 20.0
581 737 17.0
581 771 39.0
581 795 21.0
581 822 53.0
581 830 0.0
581 842 27.0
581 869 22.0
581 887 29.0
581 893 0.0
581 915 11.0
581 945 18.0
581 979 44.0
581 984 1.0
582 46 2.0
582 48 8.0
582 110 41.0
582 131 48.0
582 143 33.0
582 154 2.0
582 234 35.0
